date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:06	83144/83144	---M-Z	200	added ('OK')	text/html	etag:%22144c8-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-carousel.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-carousel.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:06	107848/107848	---M-Z	200	added ('OK')	text/html	etag:%221a548-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-dropdown.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-dropdown.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:07	74340/74340	---M-Z	200	added ('OK')	text/html	etag:%2212264-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-popover.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-popover.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:07	92849/92849	---M-Z	200	added ('OK')	text/html	etag:%2216ab1-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-progressbar.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-progressbar.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:08	101459/101459	---M-Z	200	added ('OK')	text/html	etag:%2218c53-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-tab.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-tab.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:08	85563/85563	---M-Z	200	added ('OK')	text/html	etag:%2214e3b-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-typography.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-typography.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:08	90454/90454	---M-Z	200	added ('OK')	text/html	etag:%2216156-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-pagination.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-pagination.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:08	79742/79742	---M-Z	200	added ('OK')	text/html	etag:%221377e-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/ui-grid.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/ui-grid.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:09	109952/109952	---M-Z	200	added ('OK')	text/html	etag:%221ad80-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/uc-select2.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/uc-select2.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:09	78802/78802	---M-Z	200	added ('OK')	text/html	etag:%22133d2-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/uc-nestable.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/uc-nestable.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:09	101787/101787	---M-Z	200	added ('OK')	text/html	etag:%2218d9b-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/uc-noui-slider.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/uc-noui-slider.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:09	79115/79115	---M-Z	200	added ('OK')	text/html	etag:%221350b-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/uc-sweetalert.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/uc-sweetalert.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:09	73195/73195	---M-Z	200	added ('OK')	text/html	etag:%2211deb-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/uc-toastr.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/uc-toastr.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:10	72290/72290	---M-Z	200	added ('OK')	text/html	etag:%2211a62-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/map-jqvmap.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/map-jqvmap.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:10	178950/178950	---M-Z	200	added ('OK')	text/html	etag:%222bb06-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/widget-basic.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/widget-basic.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:10	136503/136503	---M-Z	200	added ('OK')	text/html	etag:%2221537-5bd302fd32580-gzip%22	https://motaadmin.dexignlab.com/xhtml/form-element.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/form-element.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:10	88094/88094	---M-Z	200	added ('OK')	text/html	etag:%221581e-5bd302fd32580-gzip%22	https://motaadmin.dexignlab.com/xhtml/form-wizard.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/form-wizard.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	3334053/3334053	---MCZ	200	added ('OK')	text/html	etag:%2232dfa5-5bd302fd32580-gzip%22	https://motaadmin.dexignlab.com/xhtml/icon-svg.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/icon-svg.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	71662/71662	---M-Z	200	added ('OK')	text/html	etag:%22117ee-5bd302fd32580-gzip%22	https://motaadmin.dexignlab.com/xhtml/form-editor-summernote.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/form-editor-summernote.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	80994/80994	---M-Z	200	added ('OK')	text/html	etag:%2213c62-5c39dcca112a0-gzip%22	https://motaadmin.dexignlab.com/xhtml/form-pickers.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/form-pickers.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	86583/86583	---M-Z	200	added ('OK')	text/html	etag:%2215237-5bd302fd32580-gzip%22	https://motaadmin.dexignlab.com/xhtml/form-validation-jquery.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/form-validation-jquery.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	133290/133290	---M-Z	200	added ('OK')	text/html	etag:%22208aa-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/table-bootstrap-basic.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/table-bootstrap-basic.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:11	221266/221266	---M-Z	200	added ('OK')	text/html	etag:%2236052-5bd302ff1aa00-gzip%22	https://motaadmin.dexignlab.com/xhtml/table-datatable-basic.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/table-datatable-basic.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:12	3119/3119	---M-Z	200	added ('OK')	text/html	etag:%22c2f-5af848e918a80-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-register.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-register.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:12	3639/3639	---M-Z	200	added ('OK')	text/html	etag:%22e37-5af7247020300-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-login.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-login.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:12	1585/1585	---M-Z	200	added ('OK')	text/html	etag:%22631-5af848d9d6680-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-error-400.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-error-400.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:12	1608/1608	---M-Z	200	added ('OK')	text/html	etag:%22648-5af848d9d6680-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-error-403.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-error-403.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:13	1655/1655	---M-Z	200	added ('OK')	text/html	etag:%22677-5af848d9d6680-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-error-404.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-error-404.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:13	1624/1624	---M-Z	200	added ('OK')	text/html	etag:%22658-5af848d9d6680-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-error-500.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-error-500.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:13	1597/1597	---M-Z	200	added ('OK')	text/html	etag:%2263d-5af848d9d6680-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-error-503.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-error-503.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:13	2228/2228	---M-Z	200	added ('OK')	text/html	etag:%228b4-5af0ba7c8a980-gzip%22	https://motaadmin.dexignlab.com/xhtml/page-lock-screen.html	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/page-lock-screen.html	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:13	1477/1477	---M--	200	added ('OK')	image/png	etag:%225c5-5af09bec98e80%22	https://motaadmin.dexignlab.com/xhtml/images/browser/icon1.png	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/images/browser/icon1.png	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:14	2338/2338	---M--	200	added ('OK')	image/png	etag:%22922-5af09bec98e80%22	https://motaadmin.dexignlab.com/xhtml/images/browser/icon2.png	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/images/browser/icon2.png	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:14	2582/2582	---M--	200	added ('OK')	image/jpeg	etag:%22a16-5af09c75ed280%22	https://motaadmin.dexignlab.com/xhtml/images/profile/pic1.jpg	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/images/profile/pic1.jpg	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:14	217605/217605	---M--	200	added ('OK')	application/x-javascript	etag:%2235205-5ada38ee1f200%22	https://motaadmin.dexignlab.com/xhtml/vendor/global/global.min.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/vendor/global/global.min.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:14	50646/50646	---M--	200	added ('OK')	application/x-javascript	etag:%22c5d6-58dde99508380%22	https://motaadmin.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:15	210031/210031	---M--	200	added ('OK')	application/x-javascript	etag:%223346f-58dde99508380%22	https://motaadmin.dexignlab.com/xhtml/vendor/chart.js/Chart.bundle.min.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/vendor/chart.js/Chart.bundle.min.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:15	11152/11152	---M--	200	added ('OK')	application/x-javascript	etag:%222b90-5c33c0ac9ba80%22	https://motaadmin.dexignlab.com/xhtml/js/custom.min.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/js/custom.min.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:15	1020/1020	---M--	200	added ('OK')	application/x-javascript	etag:%223fc-5c32657df9f80%22	https://motaadmin.dexignlab.com/xhtml/js/deznav-init.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/js/deznav-init.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:15	459010/459010	---M--	200	added ('OK')	application/x-javascript	etag:%2270102-5aecc820ced80%22	https://motaadmin.dexignlab.com/xhtml/vendor/apexchart/apexchart.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/vendor/apexchart/apexchart.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
12:35:15	3722/3722	---M--	200	added ('OK')	application/x-javascript	etag:%22e8a-58dde996f0800%22	https://motaadmin.dexignlab.com/xhtml/vendor/peity/jquery.peity.min.js	C:/My%20Web%20Sites/admin_page/motaadmin.dexignlab.com/xhtml/vendor/peity/jquery.peity.min.js	(from https://motaadmin.dexignlab.com/xhtml/index.html)
